id,display_name,country_code
A5000209112,Francesco Aletta,GB
A5022719192,Neil R Bramley,GB
A5075063030,Peter Dayan,GB
A5013836248,Fernando Dı́az,US
A5067778879,Michael Gamon,US
A5079458476,Emre Kıcıman,US
A5051257652,Siddharth Suri,US
A5089940510,R. Preston McAfee,US
A5042496979,Matthew Ekstrand-Abueg,MX
A5008184732,Jason Nelson,US
A5016796406,Issa J Dahabreh,US
A5042962646,Douglas G. Altman,GB
A5050416674,Michael Schulte‐Mecklenbeck,CH
A5071403731,Joseph G. Johnson,US
A5067207221,Ulf Böckenholt,
A5088085815,J. Edward Russo,US
A5086475124,Nicolette J. Sullivan,US
A5074802146,Martijn C. Willemsen,NL
A5011919726,Oren Tsur,US
A5085804244,Dan Calacci,MX
A5016691378,Michael A. Neblo,
A5077179813,Libby Hemphill,US
A5069919112,Eshwar Chandrasekharan,US
A5025361608,Luke Breitfeller,US
A5090594863,Emily P. Ahn,US
A5100391905,Wei Wang,US
A5083612947,Ryan Kennedy,US
A5035052603,Naren Ramakrishnan,US
A5039019367,Peter I. Frazier,US
A5030500389,Ethan Bernstein,US
A5002093468,Jesse Shore,US
A5076415009,William Minozzi,US
A5015805381,Hyunjin Song,AT
A5078709350,Emma Levine,US
A5026785933,Alixandra Barasch,US
A5071007337,Jonathan Berman,US
A5081408125,Deborah A. Small,US
A5032167625,David J. Blok,NL
A5058545014,Sake J. de Vlas,NL
A5016645705,Jan Hendrik Richardus,NL
A5042858264,Maarten Speekenbrink,GB
A5100782346,Jichao Li,CN
A5073833749,Edward Newell,CA
A5007100156,Haji Mohammad Saleem,CA
A5011964869,Hardik Vala,CA
A5048848652,Jad Sassine,CA
A5013034703,Caitrin Armstrong,CA
A5041513167,Derek Ruths,CA
A5043948574,Matthew Peterson,US
A5077590992,Nils Köbis,NL
A5069451021,Bruno Verschuère,NL
A5073516066,Yoella Bereby‐Meyer,IL
A5077814535,Shaul Shalvi,NL
A5049634702,Sydney Levine,US
A5033771984,Joshua Conrad Jackson,US
A5082591225,Michael I. Norton,US
A5022353920,Kurt Gray,US
A5057642721,Dorsa Amir,US
A5039233645,Matthew Jordan,US
A5079100556,Douglas Rivers,US
A5059250055,Nicholas C. Dias,
A5006981740,Ruth García-Gavilanes,ES
A5041492681,Alejandro Jaimes,ES
A5019394008,Jackson Sargent,US
A5056057774,Paige Lighthammer,US
A5029283880,Taylor Denby,US
A5060129312,Ankit Bhargava,US
A5024795472,Éric Gilbert,US
A5066048702,Stefano Balietti,DE
A5086169451,Lise Getoor,US
A5075345326,Robert M. Ross,AU
A5050455801,Michael J. Brzozowski,US
A5042159546,Yu‐Ru Lin,MX
A5068182184,Andrea Baronchelli,MX
A5039411900,Brandon Anderson,US
A5084955495,Jisun An,GB
A5061810530,Meeyoung Cha,KR
A5067688305,Krishna P. Gummadi,DE
A5111514705,Kanishka Rao,US
A5101767626,Zhuo Xu,US
A5083516691,Eric Jang,US
A5065802887,Mohi Khansari,US
A5110628285,Yunfei Bai,US
A5071664854,Anja Leist,LU
A5049640253,Matthias Klee,LU
A5078801518,Jung Hyun Kim,LU
A5027163198,Stéphane Bordas,LU
A5068815897,Graciela Muñiz‐Terrera,GB
A5067971785,Sara Wade,GB
A5011015504,Inioluwa Deborah Raji,US
A5039777967,Peggy Xu,US
A5003367943,Colleen Honigsberg,US
A5077537901,David Joachim Grüning,DE
A5062726415,Frederik Riedel,DE
A5022754313,Hause Lin,CA
A5049055745,Jiaxin Pei,US
A5100761450,Vítor Silva,US
A5052759783,Maarten W. Bos,US
A5016839661,Yozen Liu,US
A5014876896,Leonardo Neves,US
A5102984496,Francesco Barbieri,US
A5016322319,Ali Akbar Septiandri,GB
A5012168451,Marios Constantinides,GB
A5003738851,Mohammad Tahaei,GB
A5108504913,S. V. Subramanian,US
A5058712244,Jarvis T. Chen,US
A5073481219,Pamela D. Waterman,US
A5078276438,Nancy Krieger,US
A5021914264,Ben R. Newell,AU
A5058228238,David R. Shanks,AU
A5036208778,Steven Kahan,GB
A5019035134,Soo Ling Lim,GB
A5043269024,Anthony Finkelstein,GB
A5060044716,Lael J. Schooler,DE
A5082771661,Stephen Hailes,GB
A5082975553,York Hagmayer,DE
A5102996261,Jonathan Ellis,GB
A5064632341,Julian N. Marewski,DE
A5080330150,Wolfgang Gaissmaier,DE
A5081066624,Jameson L. Toole,US
A5044452559,Erich Muehlegger,US
A5050981030,Daniel Shoag,US
A5039448352,Jonathan F. Kominsky,US
A5038492810,Jonathan Phillips,US
A5047857923,Joshua Knobe,US
A5033090175,Neil Malhotra,US
A5064524955,Flávio Souza,BR
A5075173651,Diego de Las Casas,BR
A5012427130,Vinícius Flores,BR
A5072656277,Sun-Bum Youn,KR
A5058840149,Virgı́lio Almeida,BR
A5040275877,Chloë Brown,GB
A5061768737,Christos Efstratiou,GB
A5066833626,Ilias Leontiadis,ES
A5010623957,Cecilia Mascolo,GB
A5011005696,James Scott,US
A5053550912,Peter Key,US
A5002329799,Houshmand Shirani-Mehr,US
A5019949140,Tao Jia,CN
A5031377911,Jeremy Cone,US
A5042104049,Diego Sáez-Trumper,ES
A5110602797,Lily Tran,US
A5091658786,Christos Bechlivanidis,GB
A5007511101,Robert Epstein,US
A5101415499,Christoph Engel,DE
A5064547400,Tawfiq Ammari,US
A5003816851,Kenneth C. Wilbur,US
A5102766740,Linli Xu,US
A5090439638,Jonathan Schulz,US
A5047818687,Rita Hamad,US
A5005903867,Thu T. Nguyen,US
A5054865844,Jay Bhattacharya,US
A5004781553,M. Maria Glymour,US
A5004074611,David van Klaveren,NL
A5091435927,Ewout W. Steyerberg,NL
A5063792624,Patrick W. Serruys,GB
A5068008545,Jessica Hullman,US
A5014899748,Teresa McCormack,GB
A5004701096,Caren A. Frosch,GB
A5058295415,Fiona Patrick,GB
A5032984269,Alessandro Venerandi,GB
A5038961039,June Gruber,US
A5004656270,Caterina De Bacco,US
A5091589622,Gabriel Kaptchuk,US
A5074435310,Elissa M. Redmiles,GB
A5018211379,Nic Dias,
A5068965681,Tsai-Ching Lu,US
A5090760686,James McCorriston,CA
A5017743551,Bo An,US
A5020091080,Christopher Kiekintveld,US
A5068610700,Eric Shieh,US
A5103117754,Satinder Singh,US
A5000327528,Milind Tambe,US
A5038669899,Yevgeniy Vorobeychik,US
A5101500495,Ke Zhou,GB
A5038043083,Sanja Šćepanović,GB
A5061164871,Sagar Joglekar,GB
A5011077465,Beatrice Rammstedt,DE
A5060898370,Clemens M. Lechner,DE
A5002384334,Andrew M. Gordon,GB
A5046270537,Diego Gómez-Zará,US
A5080482016,Patrick R. Heck,US
A5079756254,Michelle N. Meyer,US
A5101505324,Minje Choi,
A5100741900,Sagar Kumar,GB
A5100347295,C. Shu,
A5108312123,Mengying Cathy Fang,US
A5003194873,Bernhard Borges,
A5025170313,Andreas Ortmann,DE
A5055611129,Vangelis Markakis,CA
A5084411441,Tami Tamir,
A5089515279,Lorna T. Haughton,US
A5083923676,S. V. Subramanian,US
A5101610715,Po‐An Chen,US
A5021261847,Justin Cheng,US
A5035604081,Brendan Meeder,US
A5053051874,Isaac M. Dinner,
A5029253321,Kaiya Liu,US
A5041853167,Brianna Heggeseth,US
A5086871945,Esa M. Davis,US
A5003546571,DavidRothschild,
A5055605251,Cynthia M. Boyd,US
A5111924341,Carlos O. Weiss,US
A5073980557,Ravi Varadhan,US
A5083315765,Milo A. Puhan,US
A5025886998,Andrew J. Vickers,US
A5039104588,Karen Bandeen‐Roche,US
A5091684842,Bart de Keijzer,NL
A5067080233,Guido Schäfer,NL
A5040834324,Lionel Page,AU
A5100427955,Ting Wang,US
A5100371707,Zijian Wang,US
A5089888658,Eyal Ert,IL
A5046649453,Steven G. Hershman,US
A5086092571,Tomer Ullman,US
A5069054780,Jonas Nagel,DE
A5060619980,Achim Hendriks,DE
A5062063850,Stefan Wojcik,US
A5038935278,Cassandra Handan‐Nader,US
A5011368561,Christoph Hoerl,GB
A5042912805,Sara Lorimer,GB
A5024108120,Emma Blakey,GB
A5049722619,Emma C. Tecwyn,GB
A5038628767,Marc J. Buehner,GB
A5067168180,K. Varga,HU
A5073983744,Antonio Rago,GB
A5034045968,Oana Cocarascu,GB
A5078354590,Francesca Toni,GB
A5036843861,Diego Las Casas,BR
A5079290690,João Paulo Pesce,BR
A5030262115,Matija Franklin,GB
A5085510775,Mari Kawakatsu,US
A5043926040,Philip S. Chodrow,US
A5088002094,Nicole Eikmeier,US
A5022688200,Anne Lauscher,IT
A5045815180,Brandon Ko,US
A5037115259,Bailey Kuehl,
A5030687237,Sophie Johnson,
A5064858748,Arman Cohan,
A5066588555,Kyle Lo,
A5022489629,Jian Zhu,US
A5100438374,Cong Zhang,NL
A5067858887,Cindy Xiong,US
A5008337640,Ali Sarvghad,US
A5027360874,Çağatay Demiralp,US
A5076075666,Judy Wawira Gichoya,US
A5017000481,Ziad Obermeyer,US
A5003883620,J.R. Horton,US
A5041747384,Christos Makridis,US
A5041414868,Alexandre Mas,US
A5072363418,Adam Ozimek,US
A5018502975,Daniel L. Rock,US
A5054012719,Hong-Yi TuYe,US
A5054630728,Anikó Hannák,CH
A5082639817,Andrei Cimpian,US
A5020036844,Sungkyu Park,KR
A5092181300,Assem Zhunis,KR
A5024048950,Ezra Gabbay,US
A5023928847,Jose Calvo-Broce,US
A5005675028,Klemens B. Meyer,US
A5062268434,Thomas A Trikalinos,US
A5000247698,Joshua T. Cohen,US
A5113692772,Maria Christina Binz-Scharf,US
A5019598751,Ines Mergel,US
A5036406621,Omar Sultan Haque,US
A5042168353,Rob J. Kane,US
A5064084435,Sarah Coakley,GB
A5036458979,Barbara Laraia,US
A5013969270,Mark R. Segal,US
A5033401378,Dejana Braithwaite,US
A5028088513,Elissa S. Epel,US
A5067876119,Mansoureh Bodaghi,GB
A5068149599,Ari Kagan,US
A5014871838,James White,GB
A5007825736,Laust Hvas Mortensen,DK
A5012762776,Nadine M. Smit,GB
A5047862613,Ruth M. Morgan,GB
A5067020194,Jean Hardÿ,US
A5070124702,Tiffany C. Veinot,US
A5020824659,Xiang Yan,US
A5055048537,Veronica J. Berrocal,US
A5007065406,Philippa Clarke,US
A5076828903,Robert Goodspeed,US
A5035704151,Iris Gomez-Lopez,US
A5050525772,V. G. Vinod Vydiswaran,US
A5101856289,Johannes G. Reiter,US
A5007049707,Мириам Реди,GB
A5022103461,Elliot A. Ludvig,GB
A5088141761,Jonathan D. Cohen,IT
A5035921574,Marina Naoumkina,US
A5022795407,Gregory N. Thyssen,US
A5089054864,David D. Fang,US
A5001664017,Johnie N. Jenkins,US
A5070101736,Jack C. McCarty,US
A5036830850,Christopher B. Florane,US
A5001275905,Shaddin Dughmi,US
A5058511001,Ruixin Qiang,US
A5056809403,Ralf Mayrhofer,DE
A5069116524,Anthony M. Evans,NL
A5068655863,A. James O’Malley,US
A5031115280,Md S. Islam,US
A5046789178,Jia Guo,US
A5062981381,Don C. Jones,US
A5044825815,Adam G. Hughes,
A5111779511,William Hobbs,
A5049322970,Emma Remy,
A5084189449,Sono Shah,
A5062678392,Joachim I. Krueger,US
A5089478554,Mary Steffel,US
A5108804643,Paula T. Trzepacz,US
A5050176722,Robert J. Sclabassi,
A5101621295,David H. Van Thiel,
A5108503396,Nassim Nicholas Taleb,GB
A5062248810,Georgios D. Kitsios,US
A5028777096,Johan Almenberg,
A5064544103,Coren L. Apicella,US
A5015416044,Chris Smith,GB
A5100427940,Ting Wang,US
A5100455842,Fei Wang,US
A5041808447,Yelena Mejova,ES
A5071941451,Donald B. Rubin,US
A5096813566,Simo Tchokni,GB
A5069178881,Norman Fenton,GB
A5020774139,Daniel Berger,GB
A5046172297,Martin Neil,GB
A5066236471,Anne Hsu,GB
A5053214136,Sze Yan Liu,US
A5102954880,Stefan Walter,US
A5090423728,Jessica R. Marden,US
A5073422847,Laura D. Kubzansky,US
A5109095102,Tuc T. Nguyen,US
A5071496598,Amitai Shenhav,US
A5002619444,Patrick Hummel,US
A5069904661,Veronica Yank,US
A5054104367,Sanjhavi Agarwal,US
A5014850692,Pooja Loftus,US
A5064421397,Steven M. Asch,US
A5000454719,Tiago Oliveira Cunha,US
A5051354114,Tobias Kauer,GB
A5025030042,Nishanth Sastry,GB
A5072590337,Paul van Gent,NL
A5075509540,Ekaterina Protsenko,US
A5060547298,Aric A. Prather,US
A5076016483,Jue Lin,US
A5065854593,Naitian Zhou,US
A5019686322,Jiajun Bao,US
A5001019377,Junjie Wu,HK
A5100395392,Yiming Zhang,US
A5100670911,Sayan Ghosh,US
A5043392679,Dylan Baker,US
A5020591202,Alexi Quintana Mathé,US
A5003058859,Zijian An,US
A5063735924,Florian Toepfl,DE
A5078228552,Daria Kravets,DE
A5018206750,Anna Ryzhova,DE
A5037947500,Arista Beseler,DE
A5026681234,Ben Chugg,US
A5103142621,Ruihua Yin,US
A5045303930,Brent A. Coull,US
A5103753199,Leonora Wilkinson,GB
A5048544802,M. M. Quallo,GB
A5014265399,Marjan Jahanshahi,GB
A5034860526,Anja S. Göritz,DE
A5070564345,Hans‐Georg Wolff,GB
A5019007797,Michael L. Manapat,US
A5057861440,Christina Pawlowitsch,FR
A5009715973,Woodrow L. Shew,US
A5082913931,Edward Ott,US
A5041169962,Juan G. Restrepo,US
A5034682188,Eduardo Graells-Garrido,ES
A5017095161,Scott D. McClurg,US
A5005469555,Jongbin Jung,
A5072894914,Connor Concannon,
A5032620634,Ravi Shroff,
A5036731944,Danielle F. P. Toupo,US
A5029418921,Steven H. Strogatz,US
A5009504829,Jonathan Cohen,US
A5018210838,Roel Bakker,NL
A5018038711,Frank J. van Lenthe,NL
A5042623832,Mark G. Kelman,
A5038468405,Jeffrey C. Zemla,US
A5066878009,Jacob de Zoete,NL
A5066409136,Marjan Sjerps,NL
A5000474356,Nan Cao,CN
A5073516753,Fan Du,US
A5082018942,Toby D. Pilditch,GB
A5021526625,Lucia Del Prete,GB
A5074134679,Pablo Barrio,US
A5086952347,Shan Jiang,US
A5081233201,Alessandro Fogli,IT
A5103570137,Lindsay T. Graham,US
A5077287995,Samuel D. Gosling,US
A5055537550,Stephen Law,GB
A5112623628,John J. Donohue,US
A5060065053,Keith Stevens,US
A5066697683,Curtis E. Ziniel,GB
A5026182555,Guido K. Schaefer,
A5028190496,Jonathon Kingzette,US
A5065695849,Rajiv Sethi,US
A5051269080,Quynh C. Nguyen,US
A5103010962,Nicole M. Schmidt,US
A5081071171,Theresa L. Osypuk,US
A5019085801,Anand E. Sokhey,US
A5036709208,Claire Abernathy,US
A5100686479,Amy Lee,US
A5102143229,Ralph A. Luce,US
A5047720824,Vladimir Barash,US
A5018665643,Jon Kleinberg,US
A5058158750,Moreno Bonaventura,GB
A5027706684,Vito Latora,GB
A5037550522,SIDNEY L. SANDS,GB
A5009417234,Hongwei Zheng,CN
A5047384824,Casey Middleton,US
A5007848139,Kristen K. Bjorkman,US
A5014796446,Roy Parker,US
A5050862524,Hal Ashton,GB
A5015154801,John D. Bransford,US
A5113807310,Stephen A. Maisto,US
A5035396049,Leslie C. Morey,US
A5002055587,Nigel Harvey,AU
A5111913665,Chen‐Ling Fang,TW
A5006750635,Bi-Kun Tsai,TW
A5042670793,Li-Chi Lan,TW
A5072707964,Wen-Shan Hsu,TW
A5010444015,Xinran He,US
A5060346034,Shayna Fae Bernstein,US
A5054164624,Shripad Tuljapurkar,US
A5088640284,Carol C. Horvitz,US
A5033634434,Zhongyang He,US
A5091510379,Zhen Lei,US
A5014855788,Milena Nikolic,GB
A5043692273,Panagiota Micholia,GR
A5108531903,Merkouris Karaliopoulos,GR
A5057979014,Iordanis Koutsopoulos,GR
A5041680508,Gianmarco De Francisci Morales,QA
A5009288058,Ching Jin,US
A5074592394,Geoffrey Canright,NO
A5065284861,Lara Kirfel,GB
A5022356762,Camilla Calmasini,US
A5047655789,Shomik Jain,US
A5017688180,Julian Nyarko,
A5103852640,Christopher Ré,
A5113686907,Maria Christina Binz Scharf,US
A5010042304,Björn Meder,DE
A5028645862,Magda Osman,GB
A5109514814,Stefan Mangold,DE
A5045560402,Mei‐Chih Meg Tseng,TW
A5101483197,Grace Yao,TW
A5113531807,Fu-Chang Hu,TW
A5115603154,Kuan‐Yu Chen,TW
A5034004951,Olivier Coibion,US
A5074539440,Tomi Akinyemiju,US
A5038787110,Joshua Demb,US
A5039402425,Monika A. Izano,US
A5109213705,Min-Lin Fang,US
A5019467370,Robert A. Hiatt,US
A5102916016,Dejana Braithwaite,US
A5024817853,Christian Kuehn,AT
A5038648317,Erik A. Martens,DE
A5083293410,R. E. Crump,GB
A5035736295,Ram Sundaresh,US
A5016108843,Martial L. Ndeffo-Mbah,US
A5068889155,Alison P. Galvani,US
A5069369290,Travis C. Porco,US
A5021493301,Graham F. Medley,GB
A5088459011,Sanjay Basu,US
A5011014375,Jana C. Leary,US
A5041756550,Lori Lyn Price,US
A5055659486,Cassandra E.R. Scott,
A5090085204,John B. Wong,
A5065417240,Karen M. Freund,
A5103241665,Imrul Kayes,US
A5049671186,Nicolas Kourtellis,ES
A5007419039,Adriana Iamnitchi,US
A5017741738,Vasilis Syrgkanis,US
A5025175846,Éva Tardos,US
A5040785073,Osman Başkaya,TR
A5002454742,Saeid Shahraz,US
A5088186669,Anastassios G. Pittas,US
A5079284688,Justin W. Martin,US
A5066361095,Fiery Cushman,US
A5083400955,Ulrike Hahn,GB
A5065337650,Matthew Simonson,
A5064278484,Roy H. Perlis,
A5069001141,Mauricio Santillana,
A5057845767,Amanda Coston,US
A5008551833,Derek Ouyang,US
A5084572222,Lisa Lu,US
A5057438082,Alexandra Chouldechova,US
A5085603219,Avleen S. Bijral,US
A5027355862,Richard Johnston,US
A5025368433,Juan Lavista Ferres,US
A5087421071,Gary King,US
A5044504510,Sara Konrath,US
A5108201966,Donnie McGrath,US
A5111637678,Michael L. Bennish,GB
A5028446880,Andrea Tura,IT
A5101513922,Paolo Santini,
A5069298278,Davide Longo,
A5030116819,Luca Quareni,
A5044275902,Bangrui Chen,US
A5108591694,Nassim N. Taleb,US
A5053852359,Hana Chockler,GB
A5014605577,Jeroen Keppens,GB
A5078682514,Ittai Abraham,US
A5066485203,Shiri Chechik,US
A5058550942,Aleksandrs Slivkins,US
A5004025652,Daria Roithmayr,US
A5060344387,Alexander Isakov,US
A5030922434,Luis Rosero‐Bixby,CR
A5028023648,William H. Dow,US
A5040217094,Jorge Azofeifa,CR
A5085792505,Alejandro Leal,CR
A5009692823,John D. Volpe,
A5085793134,Antonino Nocera,IT
A5001554542,Jun-Ho Choi,KR
A5089808665,Beth E. Meyerowitz,
A5032550277,Kenneth A. Wallston,
A5059042543,Kathy E. Green,US
A5006124573,Barbara K. Wise,US
A5002345064,Rachelle D. Rock,US
A5074839699,Michael J. Collins,US
A5039997672,Jared Saia,US
A5044033689,Sian Fitzpatrick,GB
A5030674985,Helena Drury,GB
A5026072127,I Taylor,GB
A5079600953,Mazda Beigi,GB
A5109262098,Sasha Goodman,US
A5026746295,Yu Cheng,US
A5108126300,Gur Huberman,US
A5102841535,Masha Krupenkin,US
A5042561088,Richard D. Gill,NL
A5056630304,Sebastian Deri,US
A5089533997,Jérémie Rappaz,CH
A5025008293,Alice Liefgreen,GB
A5035786206,Alice Xiang,
A5040200687,Chao Qin,GB
A5084712505,Caroline A. Bulstra,NL
A5077384720,Khorshed Alam,BD
A5034966044,C. Ruth Butlin,GB
A5029017721,Johan Chandra Roy,BD
A5042657187,Bob Bowers,AU
A5007115319,Peter Nicholls,GB
A5102956999,X. Chen,CA
A5047573998,Jennifer Lin,
A5037823865,Ata Uslu,
A5040651832,Daniel Putman,US
A5061162179,Shahin Shayandeh,US
A5009914424,Yaakov Kareev,
A5089372170,Miroslav Dudı́k,US
A5020965594,Sébastien Lahaie,US
A5071634649,David M. Pennock,US
A5103282352,Michal Feldman,IL
A5082964830,Brendan Lucier,US
A5019999334,Renato Paes Leme,US
A5046224079,Simeon Schaechtele,
A5014317276,Dalton Conley,US
A5051143676,Jason D. Boardman,US
A5030648438,Arunima Sarin,US
A5101450051,Paul W. Burgess,GB
A5050329866,Edward Platt,US
A5036332666,Fabio Gasparetti,IT
A5029395763,MeiXing Dong,US
A5003296734,Carmen Banea,US
A5082450455,Rada Mihalcea,US
A5101851026,Deepak Pathak,US
A5088039120,Anne Schlottmann,GB
A5017037967,Damiano Cerrone,FI
A5053560194,Jesús López Baeza,DE
A5015957898,Panu Lehtovuori,FI
A5073585704,Melanie Bancilhon,US
A5034972111,Edyta P. Bogucka,DE
A5075418612,Kyle D. Dillon,
A5049511943,Siddharth Krishna Kumar,US
A5085988625,Marcus W. Feldman,US
A5026636003,Caroline A. Thompson,US
A5081545266,Derek Boothroyd,US
A5029096199,Katherine Hastings,US
A5029117574,Mark R. Cullen,US
A5003032006,Latha Palaniappan,US
A5053740228,Kristen M. Altenburger,
A5057816221,Joshua Tenenbaum,
A5032116757,Brian I. Carr,IT
A5113681498,Shunzaburo Iwatsuki,US
A5056568620,Andreas G. Tzakis,US
A5007117355,John J. Fung,US
A5111719594,Thomas E. Starzl,US
A5037020807,Dane Taylor,US
A5091044650,Maryam Kouchaki,US
A5069173973,Karla Koskuba,GB
A5033939304,Hannah Gordon,GB
A5038688486,Serena Nicolazzo,IT
A5111311082,Sunandan Chakraborty,US
A5058437817,Joyojeet Pal,US
A5046684979,Priyank Chandra,US
A5011526522,Ralph E. Tarter,US
A5000518329,Kathleen L. Edwards,US
A5023663197,Patricia A. Nolen,US
A5051490260,Robert Pless,US
A5072457551,Atsushi Iwasaki,JP
A5045812506,Yasumasa Saito,JP
A5048575057,Makoto Yokoo,JP
A5108278530,Laura Martignon,DE
A5057803453,Jörg Rieskamp,DE
A5069273285,Jean Czerlinski,
A5111531404,Wilbert E. Fordyce,
A5026314576,Jo Ann Brockway,
A5058491003,June Bergman,
A5001726575,Daniel Spengler,
A5078266193,Md. Manjur Ahmed,GB
A5101461004,Zichao Yang,US
A5101727205,Xiaodong He,GB
A5090351022,Alex Smola,US
A5060225743,Eduard Hovy,US
A5084116084,Detmar W. Straub,US
A5086187658,David Gefen,US
A5058910481,Adrienne Porter Felt,US
A5043450212,Erika Chin,US
A5113498968,Steve Hanna,US
A5019426968,Dawn Song,US
A5062174672,David Wagner,US
A5050779192,Mark Keil,US
A5103836039,Walter Brenner,DE
A5039114436,Richard J. Welke,US
A5015254262,Elena Karahanna,US
A5071993179,Andrew Burton‐Jones,CA
A5056406543,Moez Limayem,CA
A5088248861,Elena Karahanna-Evaristo,CY
A5101690984,Yanpei Liu,
A5101977008,Xinyun Chen,
A5100353208,Chang Liu,
A5113719793,Soon Ang,US
A5087109003,Christian M. Ringle,DE
A5053369574,Marko Sarstedt,AU
A5064910304,Doug Beeferman,US
A5060963011,Adam Berger,US
A5060219657,John Lafferty,US
A5060664067,László Szekeres,US
A5065116578,Mathias Payer,US
A5102009185,Tao Wei,CN
A5048663930,Anthony Vance,US
A5108434746,Christophe Elie‐Dit‐Cosaque,US
A5110189508,Karen D. Loch,US
A5111955497,Roberto Evaristo,US
A5063908996,Mark Srite,US
A5050995871,Edward E. Rigdon,
A5103270691,Michael Workman,US
A5049306051,William H. Bommer,US
A5064102134,Christine Koh,SG
A5100353377,Chang Liu,
A5024723282,Úlfar Erlingsson,
A5064284582,Jernej Kos,
A5044154093,Sherif Kamel,EG
A5014894508,A. Yaar,US
A5056518136,Adrian Perrig,US
A5084658659,Chengwei Qin,SG
A5024845063,Aston Zhang,SG
A5070962435,Zhuosheng Zhang,SG
A5044588650,Jiaao Chen,SG
A5005898634,Michihiro Yasunaga,US
A5100550303,Miaomiao Wen,US
A5089539629,Carolyn Penstein Rosé,US
A5040787249,Brandon Roy,US
A5044453295,Philip DeCamp,US
A5057715146,Matthew P. Miller,US
A5033172946,Adrien Friggeri,IL
A5047847314,Lada A. Adamic,IL
A5024013900,Ivan Evtimov,
A5052581946,Kevin Eykholt,
A5060924315,Earlence Fernandes,
A5026130910,Tadayoshi Kohno,
A5100677409,Bo Li,
A5019723791,Atul Prakash,
A5021423602,Amir Rahmati,
A5051461147,Ian Fischer,US
A5016248092,Joshua Becker,US
A5068310504,Damon Centola,US
A5002621773,Caleb Ziems,FR
A5109972562,William A. Held,US
A5047951879,Omar Ahmed Shaikh,FR
A5069870254,Jiaao Chen,US
A5101201263,Zhehao Zhang,US
A5091727657,Mostafa Mohsenvand,US
A5030047353,Shagun Jhaver,US
A5068986034,Christian Boylston,US
A5069041669,Mai ElSherief,US
A5042050067,David Muchlinski,US
A5042325054,Vaishnavi Anupindi,US
A5077494001,Jordyn Seybolt,US
A5084502036,Alex Moehring,US
A5005129420,Avinash Collis,US
A5063557800,Kiran Garimella,US
A5101965763,M. Amin Rahimian,US
A5092031203,Arnav Gudibande,
A5111226805,Eric Wallace,
A5052858739,Charlie Snell,
A5081645573,Xinyang Geng,
A5100458789,Hao Liu,
A5026322200,Sergey Levine,
A5002897462,William D. Nance,
A5016565332,David Brumley,US
A5114182284,J.P. Newsome,US
A5100446064,Hao Wang,US
A5088826068,Somesh Jha,US
A5000935199,Richard T. Watson,US
A5011358173,Carole E. Hill,US
A5060435251,Kamal El-Sheshai,US
A5067400912,Gregory M. Rose,US
A5029235448,Sergey Berezin,US
A5031623358,Dale L. Goodhue,US
A5018708584,T-H. Hubert Chan,HK
A5089202539,Elaine Shi,US
A5062462809,B. J. Fogg,
A5048145231,Yongqiang Sun,CN
A5085213531,Yulin Fang,HK
A5070756197,Kai H. Lim,HK
A5005939553,Ehud Reiter,GB
A5009102659,Neil Zhenqiang Gong,US
A5113439777,Wenchang Xu,CN
A5082878554,Ling Huang,US
A5015619835,Prateek Mittal,US
A5086182757,Emil Stefanov,US
A5079175103,Vyas Sekar,US
A5050515610,Jessie Pallud,FR
A5006700143,Eytan Bakshy,US
A5033563552,Rong Yan,US
A5017533451,Itamar Rosenn,US
A5083896973,Ryan G. Carlson,US
A5110422746,Lauren Β. Resnick,US
A5014947418,Pam Goldman,US
A5035687002,Jennifer Zoltners Sherer,US
A5000852169,Prashanth Vijayaraghavan,US
A5100652633,Chang Liu,
A5083546489,Carol Hsu,TW
A5101509618,Jae-Nam Lee,KR
A5049585534,Langtao Chen,
A5020152067,Aaron Baird,
A5080066602,Jason Jones,US
A5085452154,Robert M. Bond,US
A5057098134,Robert Gorwa,GB
A5025656093,Kevin Zhijie Chen,
A5006975097,Noah M. Johnson,
A5054947709,Vijay D’Silva,
A5011511376,Shuaifu Dai,
A5001660467,Kyle MacNamara,
A5062563862,Thomas R. Magrino,
A5010153339,Edward XueJun Wu,
A5045127387,Martin Rinard,
A5069326020,Iris Howley,US
A5005843046,Chaowei Xiao,US
A5100686240,Jun Zhu,US
A5100374360,Bo Li,US
A5034909490,Warren He,US
A5101967011,Mingyan Liu,US
A5026675587,Qi-Zhi Cai,CN
A5071778778,René F. Kizilcec,US
A5100610986,Tianhao Wang,US
A5081620578,Johannes Rausch,CH
A5032275274,Ruoxi Jia,US
A5020400986,Dan Hendrycks,US
A5022381014,Collin Burns,US
A5058647826,Steven Basart,US
A5034938018,Andrew Critch,US
A5101439736,Jerry Li,US
A5060196069,Jacob Steinhardt,US
A5102737328,Min Du,US
A5017769599,Zhi Chen,US
A5001097796,Rajvardhan Oak,US
A5100374474,Bo Li,US
A5015797850,Nabeel Gillani,US
A5020034316,Ann Yuan,US
A5082294805,Martin Saveski,US
A5075198678,Zheng Yao,US
A5018504015,Joseph Seering,US
A5077372325,Nick Hynes,
A5110674594,Raymond Cheng,
A5039926801,Bing He,US
A5033829606,Sandeep Soni,US
A5056142478,Srijan Kumar,US
A5007056150,Shirley Anugrah Hayati,US
A5040821714,Dongyeop Kang,
A5089601075,Qingxiaoyang Zhu,
A5089522357,Weiyan Shi,US
