id,display_name,country_code
A5017672157,Alipasha Vaziri,US
A5112417073,M. B. d’Arcy,GB
A5043275213,Joshua M. Grossman,US
A5052019622,Kristian Helmerson,US
A5082692852,William D. Phillips,US
A5012276327,Jimmy Ba,
A5108093963,Geoffrey E. Hinton,
A5046449484,Catalin Ionescu,
A5102984004,Jessica L. Tracy,CA
A5026276193,Wanying Zhao,CA
A5010074855,Nadine Bol,NL
A5024004273,Tobias Dienlin,DE
A5084456812,Sanne Kruikemeier,NL
A5019774729,Marijn Sax,NL
A5004340098,Sophie C. Boerman,NL
A5061206863,Claes H. de Vreese,NL
A5063558276,Aiyana K. Willard,CA
A5016014168,Maxime Derex,US
A5010728482,Michelle A. Kline,US
A5101900654,Adam Powell,DE
A5049828992,Stephen Shennan,GB
A5070172858,Mark Thomas,GB
A5038786966,Michael J. Kurtz,US
A5073697071,David Bindel,US
A5065743725,Sigal Oren,IL
A5082408253,Jennifer Larson,US
A5048574875,Jonathan Ronen,RU
A5050910936,Larry Blume,US
A5017675714,Sarah F. Brosnan,US
A5075970199,Susan P. Lambeth,US
A5108735807,Steven J. Shapiro,US
A5075221940,Jonathan Stray,US
A5043737076,Ingrid van de Leemput,NL
A5035095811,Joey T. Cheng,US
A5048377785,Simon Ho,CA
A5043669655,Zachary Witkower,
A5088992540,Lorenzo Lorenzo‐Luaces,US
A5001030322,Nejla Asimovic,US
A5086579690,Toby Wise,GB
A5085344934,Nanthia Suthana,US
A5027355077,Noah Guzmán,US
A5084467223,Nikolaus Kriegeskorte,US
A5035107313,Joshua Garland,US
A5058348013,Keyan Ghazi-Zahedi,DE
A5035455593,Laurent Hébert‐Dufresne,US
A5035714052,Martin Riedl,US
A5028631384,Samuel Woolley,US
A5078182358,Andy Edinger,US
A5018618850,Eric R. Buhi,US
A5024622748,Jennifer S. Trueblood,US
A5057729251,Zeve Sanderson,US
A5007160163,William Godel,US
A5019904524,Nathaniel Persily,US
A5031192635,Carey K. Morewedge,US
A5092142329,Haaya Naushan,CA
A5105407916,J. Ludwig,US
A5060147448,Carole Kennedy Chaney,US
A5061494907,Jennifer R Willette,US
A5069359768,Ray D. Bollman,
A5053423089,Wataru Nakahashi,JP
A5023411287,Joe Yuichiro Wakano,JP
A5111490358,Timothy Takemoto,JP
A5103329805,Sophia Moskalenko,US
A5021118336,Jannine D. Lasaleta,US
A5061706351,Tanya Broesch,US
A5025282303,Tara C. Callaghan,CA
A5032139734,Christine Murphy,US
A5041032476,Philippe Rochat,US
A5045361309,Stephen Ingram,CA
A5079916657,Tamara Munzner,CA
A5109147283,Ajay Agrawal,CA
A5012274548,Nicola Lacetera,CA
A5060361425,Elizabeth Lyons,CA
A5085743615,Prasanna Tambe,US
A5036739924,Benjamin Grant Purzycki,DE
A5042208432,Quentin D. Atkinson,NZ
A5033547173,Emma Cohen,GB
A5001007450,Rita Anne McNamara,CA
A5016308056,Dimitris Xygalatas,US
A5089682862,Qianli Liao,US
A5072647467,Rediet Abebe,US
A5069421706,Charalampos E. Tsourakakis,US
A5023048192,Lawrence E. Blume,US
A5029820246,Kris Cao,
A5008547992,Karl Tuyls,
A5103590334,Stephen Clark,
A5050695417,Gül Deniz Salalι,GB
A5042913237,Myriam Juda,CA
A5001536187,Nathaniel Rodriguez,US
A5004918186,Ben Poole,US
A5056551357,Surya Ganguli,US
A5064986566,Jascha Sohl‐Dickstein,US
A5056707583,Julien Pérolat,US
A5018388854,Charles Beattie,US
A5056777216,Rion Brattig Correia,BR
A5014189381,Ian B. Wood,US
A5002514740,Guda van Noort,NL
A5073742847,Edith G. Smit,NL
A5080559256,Jan Overgoor,US
A5009319874,Austin R. Benson,US
A5037186646,Michael Macy,US
A5088778411,Fan Chen,US
A5066924384,Zening Duan,US
A5078257556,Jianing Li,US
A5027112658,Sijia Yang,US
A5082942104,Raphael Köster,GB
A5076757561,Dylan Hadfield-Menell,US
A5007090604,Richard Everett,GB
A5056575786,Laura Weidinger,GB
A5068090235,Helen Davis,US
A5012070985,Ze Hong,US
A5028329750,Daniel Kelly,US
A5045617563,Ivan Kroupin,US
A5043354448,Benjamin Laufer,US
A5108521073,Sameer Jain,US
A5064217008,A. Feder Cooper,US
A5037735812,Hoda Heidari,US
A5046315164,Nate Veldt,US
A5052563955,Tharindu Kumarage,
A5103250573,Amrita Bhattacharjee,
A5065379886,Kirill Trapeznikov,
A5031002808,Scott W. Ruston,
A5100339004,Huan Liu,
A5041492481,Patrick Y. Wu,
A5069884896,Solomon Messing,
A5031739800,Shaun Bowler,US
A5103200572,Christos H. Papadimitriou,
A5061794917,Johan A. Elkink,IE
A5060471968,Alexander Baturo,IE
A5015965095,Jean Ensminger,
A5079466450,Fabio Anselmi,IT
A5076087972,Winrich A. Freiwald,US
A5038953603,Douglas L. Medin,US
A5059382575,Barbara Rogoff,US
A5017569760,Rahmtin Rotabi,US
A5114488878,Krishna Kamath,US
A5101979342,Aneesh Sharma,US
A5082029187,Nadine Strauß,NL
A5071797963,Damian Trilling,NL
A5079069940,Elizabeth A. Hobson,US
A5016091515,Vanessa Ferdinand,AU
A5034041314,Artemy Kolchinsky,US
A5090224416,Chau Tong,US
A5034253768,Ingrid A. van de Leemput,NL
A5045054843,Marten Scheffer,NL
A5027163845,Cody Buntain,US
A5050038373,Robert Seamans,US
A5089330000,Katia Meggiorin,US
A5024305277,Apostolos Filippas,US
A5050616379,Joseph M. Golden,
A5061221525,Edgar A. Duéñez‐Guzmán,GB
A5069192725,Suzanne Sadedin,GB
A5013841168,Kevin R. McKee,GB
A5047168665,Colin Camerer,
A5104056982,Christos H. Papadimitriou,US
A5111705381,Y. Bartal,IL
A5045162648,T. -H. Hubert Chan,
A5024390954,Kedar Dhamdhere,
A5105178801,A. Gupta,
A5066182501,Ofer Neiman,US
A5014737206,Elane M. Gutterman,US
A5111592092,Patricia Cohen,US
A5090712336,Robert P. Dellavalle,
A5001506842,Lauren Hill,US
A5035094264,Marko A. Rodriguez,US
A5112892746,N Leonard,
A5005487360,Stig S. Gezelius,NO
A5027172638,Karen Refsgaard,SE
A5080708019,Judith Sutz,UY
A5024344974,Cristina Moya,US
A5009447225,Damion Junk,US
A5068784452,Katy Börner,US
A5104357062,Kevin L. Jones,US
A5023371191,Sharareh Noorbaloochi,US
A5076555421,Andrew M. Berdahl,US
A5004502095,Jie Sun,US
A5003961936,Erik M. Bollt,US
A5019847029,David Darmon,US
A5002901620,Elisa Omodei,ES
A5083121585,Xin Shuai,US
A5016618355,Georg Ostrovski,GB
A5084692264,Rahul Savani,GB
A5073888549,Toby Ord,GB
A5008987732,Shane Legg,GB
A5030271887,Chrisantha Fernando,GB
A5054789243,Bob van de Velde,
A5038183818,Zhanna Terechshenko,US
A5004550829,Fridolin Linder,US
A5052649262,Vishakh Padmakumar,US
A5100333916,Michael C. Liu,US
A5100740425,Garima Sharma,
A5037259558,Amy Riegelman,US
A5065487970,Cody Hennesy,US
A5029605074,Ishita Gopal,US
A5039112307,Joseph T. Yun,US
A5011994255,Caitlin Hinson,GB
A5076767393,Jimmy O’Keeffe,GB
A5088123066,Ana Mijić,GB
A5088111791,Jessica Van Grootveld,GB
A5083597638,Alexandra Collins,GB
A5015277482,Eugene Vinitsky,US
A5017056095,John Agapiou,GB
A5030684417,Alexander Sasha Vezhnevets,GB
A5052769102,Damir Vrabac,US
A5101569486,Bin Chen,US
A5075273037,Gyo Hyun Koo,US
A5060826510,Keith Hart,
A5023248712,Neil J. MacKinnon,CA
A5073984304,Claudia Bell,CA
A5058660740,Anthony M. Fuller,CA
A5079137119,M Leroy Spearman,CA
A5037684556,Thijs Broekhuizen,
A5091332748,Joseph Lampel,GB
A5049752109,Marko Klašnja,US
A5029769161,Nick Beauchamp,US
A5048397372,Ryan G. James,US
A5062700710,Elizabeth Bradley,US
A5002338764,Kate Donahue,US
A5017904445,Moshe Barach,US
A5090154151,Michael Johanson,GB
A5034741131,Brahim Zarouali,NL
A5111811662,L. Paul Chew,US
A5033593347,Klara Kedem,IL
A5112864313,Michel X. Goemans,
A5023765219,Pedro F. Felzenszwalb,
A5009928886,Suzanna Linn,US
A5101567768,Marco A. Morales,US
A5078401676,Flavio Chierichetti,IT
A5039749384,Annie Liang,
A5060081511,Rahul Makhijani,US
A5044078921,Bonnie Berger,US
A5113572159,Tom Leighton,US
A5064518469,Gillian Munro,GB
A5025674539,Natalie Smith,
A5109875968,Jim Mutch,US
A5020837990,Timothy P. Novikoff,US
A5022049038,Megan MacDuffee Metzger,US
A5000777533,Alexander Weissman,US
A5053962679,Gábor Simonovits,AT
A5073802875,Duman Barahmi-Rad,CA
A5088815712,Meire Fortunato,US
A5102801394,Melissa Tan,
A5073618265,Ryan Faulkner,US
A5056424874,Steven Hansen,US
A5016838762,Adrià Puigdomènech Badia,US
A5034114908,Gavin Buttimore,
A5005106534,Charles Deck,
A5019881858,Igor Filatotchev,AT
A5044652655,Magdalena Wojcieszak,NL
A5023229681,Andreu Casas,NL
A5066850067,Xudong Yu,US
A5002746172,Charlie Beattie,GB
A5048373067,Mirko H. Benischke,NL
A5023432210,Arjen Slangen,BE
A5091324572,James Bisbee,US
A5072261480,Megan Brown,US
A5026985652,Angela Lai,US
A5025305521,James Schmeidler,US
A5017396293,Jonathan Aizen,US
A5047370430,Antal Novak,US
A5007558173,Zhuoren Jiang,CN
A5101985030,Xiaozhong Liu,US
A5112154211,Bing He,US
A5047170063,Ying Ding,US
A5101705698,Jie Tang,CN
A5011664369,Vignesh Reguramalingam,US
A5061220999,Lorenzo Rosasco,
A5071433151,Andrea Tacchetti,
A5082946336,Stiene Praet,BE
A5067580180,David M. Farrell,IE
A5012506577,Eunah Kim,US
A5076173089,M. Sandler,US
A5051832757,Dana R. Chandler,
A5077152506,Christophe Malaterre,CA
A5017621115,Francis Lareau,CA
A5089143868,Davide Pulizzotto,CA
A5026024797,Jonathan St-Onge,CA
A5112947561,Ian Gemp,GB
A5041664883,Brian McWilliams,GB
A5058327189,Hao Yin,
A5082720624,Justin K. Perron,
A5045862356,Charles DeLeone,
A5011971905,Shahed Sharif,
A5100618059,Tom Carter,
A5050704481,Gina Passante,
A5049878715,Joshua Sack,
A5034547835,Klaus Mittenzwei,NO
A5063633119,Alessandro Panconesi,ES
A5021197130,David Liben‐Nowell,US
A5044971767,Jorge Bahamonde,CL
A5091661935,Erick Elejalde,CL
A5029805143,Leo Ferres,CL
A5009958753,Bárbara Poblete,CL
A5108074030,Steven C. Wheelwright,GB
A5033557144,Adam Marblestone,GB
A5046100176,Peter Sunehag,GB
A5089479740,Iain Dunning,GB
A5091432624,Mustafa Mikdat Yildirim,
A5081806061,Wulf Albers,
A5043467778,Axel Ockenfels,
A5103100665,H. Peyton Young,
A5006409583,Martin O. Larsson,US
A5101189525,Xing Yu,US
A5101631994,Zheng Gao,US
A5091205267,Tian Xia,CN
A5067132073,Daniel J. Pilowsky,
A5002316544,Owen W. Lewis,
A5027117465,Ronald Fagin,US
A5104023644,Sridhar Rajagopalan,US
A5041567023,Ronitt Rubinfeld,US
A5101519422,Madhu Sudan,US
A5055835272,Joseph B. Olson,US
A5065414344,Brian A. Colle,US
A5085727885,Nicholas A. Bond,US
A5017718157,Nathaniel S. Winstead,US
A5064636177,Youssef Mroueh,
A5045317354,Guy J. Golan,US
A5101175099,Mélissa Tan,
A5058663704,S. M. Hansen,
A5053035058,Charlie Deck,
A5020180369,Ryan Drapeau,US
A5024901763,Yuhuai Wu,
A5026525021,Rémi Leblond,US
A5067928767,Lucas Amenga–Etego,GB
A5100345531,Ruiqi Li,US
A5030500341,Zhibin Liang,HK
A5057257639,Mauro Sozio,FR
A5022721007,Eelco Herder,NL
A5018717377,Anne C. Kroon,NL
A5112407267,Felicia Locherbach,NL
A5036348416,Tamara Raats,NL
A5081498765,Lisa De Klerk,NL
A5060362716,Jeroen Jonkman,NL
A5008569720,Jessica Lasky‐Su,IL
A5086904495,Adam Tauman Kalai,US
A5071016611,Moses Charikar,US
A5103835895,Amit Sahai,
A5103355352,W. van den Bor,
A5052664280,Thomas G. Johnson,
A5000986799,Sara Alva Lizarraga,
A5078381067,Anupam Gupta,
A5088930078,Steen Rasmussen,US
A5019202190,Diana Mangalagiu,IT
A5087662981,H. J. Ziock,US
A5013483870,Gordon N. Keating,US
A5027991610,Lyudmila Balakireva,US
A5002373487,Aric Hagberg,US
A5026000073,E.A. Hawkins,GB
A5040714157,N. Gilliatt,GB
A5073517440,Niall MacKinnon,GB
A5052626619,Debbie I. Chang,US
A5013468788,Alice Burton,US
A5111725230,Robert E. Hurley,US
A5078337825,Rex Ying,
A5112745025,William L. Hamilton,
A5086254784,Eunjoon Cho,US
A5017737115,Seth A. Myers,US
A5009620223,Zhitao Ying,US
A5021827617,Julian McAuley,US
A5060695800,Philip J. Guo,US
A5020630555,Rob Rubin,US
A5075254600,Jaewon Yang,US
A5014409944,Aditya Grover,
A5035605036,Christos Faloutsos,US
A5084102378,David F. Gleich,US
A5004857788,Anand Rajaraman,US
A5089065417,Jeffrey D. Ullman,US
A5103180391,Jaewon Yang,US
A5053015700,Julian Wills,US
A5112342998,Jay J. Van Bavel,US
A5087005512,Rok Sosič,US
A5064748489,Jennifer L. Hicks,US
A5014587310,­Abby C. King,US
A5044061507,Scott L. Delp,US
A5078048346,Deepayan Chakrabarti,US
A5100322712,Yan Wang,US
A5100334377,Chenxi Wang,US
A5021730842,Michael Moor,US
A5057010395,Oishi Banerjee,US
A5086148541,Zahra Shakeri Hossein Abad,CA
A5088028306,Harlan M. Krumholz,US
A5084515381,Eric J. Topol,US
A5001094226,Pranav Rajpurkar,US
A5100357128,Hongwei Wang,US
A5101586840,Fuzheng Zhang,CN
A5100717443,Mengdi Zhang,CN
A5074355807,Miao Zhao,HK
A5100408983,Wenjie Li,HK
A5100741750,Zhongyuan Wang,CN
A5083199670,Thomas Zorbach,DE
A5091515272,Weihua Hu,US
A5100427695,Bowen Liu,US
A5044158176,Joseph Gomes,US
A5032418986,Vijay S. Pande,US
A5003040843,Andreas Krause,US
A5032003918,Jeanne M. VanBriesen,US
A5044751495,Daniel Seaton,US
A5012620828,Piotr Mitros,US
A5083370450,Yannis Theocharis,
A5042180520,Manuel Gomez-Rodriguez,US
A5044005697,Bernhard Schölkopf,DE
A5049064405,Kevin Clark,US
A5012700152,Franziska Keller,HU
A5086645719,David Schoch,HU
A5015171883,JungHwan Yang,HU
A5079356706,David Hallac,US
A5011176205,Stephen Boyd,US
A5012260410,Xikun Zhang,US
A5025508471,Hristo S. Paskov,US
A5024703272,Mohammed El-Haddad,QA
A5015534160,Momin M. Malik,US
A5051544089,Peter M. Landwehr,US
A5024192305,Michael Kowalchuck,US
A5028407723,Hemank Lamba,US
A5021523198,Constantine Nakos,US
A5061224153,Elizabeth Harris,US
A5061282606,Philip Pärnamets,US
A5028060479,Kimberly C Doell,US
A5102025770,Weihua Hu,US
A5000465232,Simon Munzert,DE
A5003491365,Jiaxuan You,US
A5103091450,Tianyu Du,US
A5065901574,Pritika Parmar,US
A5043691149,Jina Ryu,US
A5086097810,Shivani Pandya,US
A5071334062,Smisha Agarwal,US
A5040399099,Julia Kim‐Cohen,US
A5081542021,Terrie E. Moffitt,US
A5026594853,Avshalom Caspi,US
A5108493729,Alan C. Taylor,US
A5039712245,Sanjay Kairam,US
A5029384080,Dan J. Wang,US
A5045761180,Mary McGlohon,
A5075512877,Natalie Glance,
A5007901564,Matthew Hurst,
A5037900030,Marina Hennig,DE
A5003377833,Ulrik Brandes,DE
A5065663195,Carrie J. Cai,US
A5029566548,Shang-Wen Li,US
A5038645035,V. S. Subrahmanian,US
A5088032791,Bernhard Schlkopf,
A5012749606,Денис Стукал,US
A5027736166,Sergey Sanovich,US
A5112605320,Samuel Maldonado,US
A5078998782,Neil T. Heffernan,US
A5085545989,Yevgeniy Golovchenko,DK
A5069473136,Éva Fodor,HU
A5045510685,Anikó Gregor,DE
A5051996438,Eszter Kováts,HU
A5089790189,Rebecca Turkewitz,US
A5057944399,Payam Aminpour,US
A5103904513,Steven A. Gray,US
A5012176291,Antonie Jetter,US
A5050709026,Joshua Introne,US
A5001960715,Alison Singer,US
A5064047566,Robert Arlinghaus,DE
A5077293116,Alexander Hanna,US
A5100687676,Binbin Chen,US
A5057120924,Jonathan Bassen,US
A5012554861,Anneke Buffone,US
A5014700126,Barry Slaff,US
A5025977681,Philipp Singer,DE
A5076202690,Florian Lemmerich,DE
A5037525426,Leila Zia,US
A5076826749,Ellery Wulczyn,US
A5069422437,Matthew Barnidge,US
A5010994383,Chantat Eksombatchai,
A5104188463,Yitong Zhou,
A5005734123,Bo Zhao,
A5063812292,Charles Rosenberg,
A5100455219,Pan Li,US
A5001319317,Yanbang Wang,US
A5100615324,Hongwei Wang,US
A5058797533,Meysam Alizadeh,US
A5008750243,Jacob N. Shapiro,US
A5088410008,Antoine Bosselut,
A5101912684,Hong‐Yu Ren,
A5101856573,Qian Huang,
A5101786641,Shirley Wu,
A5010687578,Cyril Zakka,
A5092574614,Yash Dalmia,
A5037419111,Eduardo Pontes Reis,
A5056371148,Michael Tomz,US
A5020119183,Jason Wittenberg,US
A5016766075,Ted Brader,
A5060609387,Adam Meirowitz,US
A5004265166,Caroline Suen,US
A5059892854,Jeff Jacobs,US
A5058626776,Heidi Wang,US
A5060130910,Andrew T. Little,US
A5070145742,Tom LaGatta,US
A5008577882,Woohyun Yoo,KR
A5101464855,Eunji Cho,US
A5025355559,Yajiao Huo,CN
A5046111523,Xianyun Peng,CN
A5067268817,Xijun Liu,CN
A5111476622,Huaiyu Li,CN
A5013134790,Jun Luo,CN
A5000533982,Ryan Hyon,US
A5028191957,Junsol Kim,KR
A5071010612,Jeanyung Chey,KR
A5047792973,Seyul Kwak,KR
A5021907138,Carolyn Parkinson,US
A5025058751,Daniel Zügner,
A5048779944,Tobias Kirschstein,DE
A5035174955,Michele Catasta,US
A5074504351,Stephan Günnemann,
A5103949075,Yen‐Yu Chang,US
A5065908408,Yunyu Liu,US
A5100620216,Li Pan,US
A5037393188,Sanshuang Gao,CN
A5102947545,Mengmeng Jin,CN
A5042022186,Jiaqiang Sun,CN
A5100610309,Shusheng Zhang,CN
A5100413694,Hongyi Li,CN
A5022154319,Xuping Sun,CN
A5018155177,Alex Chohlas-Wood,US
A5068825751,Madison Coots,US
A5021946392,Tae Soo Kim,KR
A5101464055,Yoonjoo Lee,KR
A5084721447,Minsuk Chang,US
A5102709667,Sungdong Kim,KR
A5013748655,Yohan Yun,KR
A5059695251,Barbara Maughan,GB
A5014399182,Simla Ceyhan,US
A5101666398,Xiaolin Shi,US
A5025947434,Alex Hanna,US
A5008696470,Erik P. Bucy,US
A5071232564,David Lassen,US
A5025427553,Jack Van Thomme,US
A5082129834,Kristen E. Bialik,US
A5015885315,Jon Pevehouse,US
A5066045346,Chunjong Park,KR
A5113706112,Junsung Lim,KR
A5101948265,Sung-Ju Lee,KR
A5107484889,Dongman Lee,KR
A5064085103,Vlad Niculae,US
A5084778347,Albert Meijer,NL
A5023318908,Miriam Lips,NZ
A5071349842,Kaiping Chen,US
A5023991597,Anh Minh Truong,US
A5101910386,Oliver Wang,US
A5071992024,Irem Yildirim,US
A5001597021,Luca Iandoli,US
A5016320043,Julia R. DeCook,US
A5019186947,Shaima Elzeini,US
A5101848358,Tianlin Liu,DE
A5025920509,Robert Laubacher,US
A5054429343,Gary M. Olson,US
A5067264969,Ashwin Paranjape,US
A5081068980,John Joon Young Chung,US
A5058977902,Jean Song,US
A5074827090,Sindhu Kutty,US
A5059548204,Sung-Soo Hong,US
A5065980952,Mike Kowalchuck,
A5102889910,Guangtao Wang,
A5100757495,Jing Huang,
A5009166220,Baharan Mirzasoleiman,
A5113478221,Jeff Bilmes,
A5087364769,Saket Karve,US
A5019840180,Betina Hollstein,DE
A5090275845,Tom Töpfer,DE
A5051438365,Sung-Chul Lee,KR
A5021246406,Jaeyoon Song,KR
A5083731340,Eun-Young Ko,KR
A5101949384,Seongho Park,KR
A5100328643,Jihee Kim,KR
A5015829772,Bin Wang,US
A5100632700,Jing Huang,US
A5001082656,C.‐C. Jay Kuo,US
A5091447107,Paul Baltescu,US
A5100763978,Haoyu Chen,US
A5037605408,Nikil Pancha,US
A5068607680,Andrew Zhai,US
A5078032253,Orsolya Vásárhelyi,AT
A5000602483,Gergely Röst,HU
A5046254364,Christian Kosel,DE
A5019237285,Ricardo Böheim,DE
A5043188326,Katharina Schnitzler,DE
A5090436351,Doris Holzberger,DE
A5052257833,Maria Bannert,DE
A5045427635,Tina Seidel,DE
A5074129504,Fariba Karimi,DE
A5069855349,Tom Wilson,US
A5007972350,László Lőrincz,HU
A5016152627,Anna Fruzsina Győr,HU
A5056228425,Takeshi Kurashima,JP
A5001594887,Hyungyu Shin,KR
A5045866597,Elena L. Glassman,US
A5013065278,Andrés Monroy‐Hernández,US
A5027570365,Saelyne Yang,KR
A5101939058,Changyoon Lee,KR
A5037455703,Hijung Valentina Shin,US
A5022477886,Ben Sayre,US
A5009813956,Yoon-Joo Lee,KR
A5005056736,David Tomblin,
A5048901866,Indira Sen,DE
A5006695988,Julian Kohne,DE
A5078410925,Joe Nudell,US
A5021335359,Keniel Yao,US
A5034442887,Shannon L. Isovitsch,US
A5102186278,Jianhua Xu,US
A5047977904,Mitchell J. Small,US
A5063080572,Paul S. Fischbeck,US
A5104313398,Alexander Herzog,US
A5082648741,Minhyang Suh,US
A5100401535,Jooyoung Lee,KR
A5057645006,Mark Zachry,US
A5090932272,Daniel Ullman,
A5082559019,Iolanda Leite,
A5027635705,Brian Scassellati,
A5022336015,Kaidi Cao,US
A5032871012,Maria Brbić,US
A5100330202,Hyunwoo Kim,KR
A5064802489,Haesoo Kim,KR
A5086964866,Kyung Je Jo,KR
A5073770089,Tamás Tófalvy,HU
A5005003544,Isabelle Freiling,AT
A5085310285,Nicole M. Krause,US
A5064753440,Dietram A. Scheufele,US
A5000756061,Ben Grunwald,US
A5022481882,John Rappaport,US
A5009003608,Aju Thalappillil Scaria,US
A5005292996,Rose Marie Philip,US
A5086173474,Daniel Preoţiuc-Pietro,US
A5048101000,Bryan Semaan,US
A5037107679,Sean Goggins,US
A5103802088,Andrew Ang,US
A5090012495,Jean-Baptiste Boin,US
A5053378150,Ahmed Cherif,US
A5006930741,Skanda Shridhar,US
A5052685354,Michał Krzyżanowski,GB
A5054365077,Suvrat Bhooshan,US
A5100705950,Michael Chen,US
A5007468024,Kacem Abida,US
A5033952401,Chongyang Bai,GB
A5048806623,Miriam J. Metzger,US
A5112712257,Jay F. Nunamaker,US
A5100632698,Jing Huang,
A5081335221,Orphée De Clercq,
A5056398585,Valentin Barrière,
A5041159779,Alexandra Balahur,
A5041411617,Andrew Z. Wang,US
A5081428282,Nikhil Rao,US
A5049520707,Mina Huh,KR
A5063507621,Y.Y. Lee,KR
A5088337044,Dasom Choi,KR
A5103246711,Haesoo Kim,KR
A5058167732,Uran Oh,KR
A5034288343,Qiantong Gao,US
A5053156269,Sebastian Raschka,US
A5100743703,Tae Soo Kim,KR
A5036570838,Ming‐Yuan Chih,US
A5111723443,Min-Woo Kwon,US
A5079709784,Bryan McLaughlin,US
A5049969740,Kang Namkoong,US
A5075777334,David H. Gustafson,US
A5053264719,Michael K. Martin,US
A5054248452,Paolo Federico,AT
A5005355207,Wolfgang Aigner,AT
A5019622072,Silvia Miksch,AT
A5067136327,Lukas Zenk,AT
A5107857343,Bernhard Schoelkopf,
A5090905205,Chang Won Lee,KR
A5004813317,Nam Wook Kim,US
A5100368048,Na Li,US
A5027788582,Jacob Whitehill,US
A5022601535,Mykola Pechenizkiy,
A5055388471,Larry F. Chu,US
A5052150259,Tania Lombrozo,US
A5069079602,Bernd Huber,US
A5034607533,Sajal Choudhary,
A5066418567,Prerna Srivastava,
A5014610119,Alexandra Siegel,US
A5084209458,Lorenzo De Sio,IT
A5056015267,Aldo Paparo,IT
A5071447518,Pranav Jindal,
A5013127864,Renáta Németh,HU
A5103198578,Hongyu Ren,US
A5002130916,Yushi Bai,
A5037159442,Li Pan,US
A5001692231,Prasanna Parasurama,US
A5077849607,Jung Min Han,US
A5103224670,Sunghwan Lim,US
A5110732079,Ali Malkawi,US
A5087242990,Xu Han,US
A5085770962,Elence Xinzhu Chen,US
A5009709604,Shide Salimi,US
A5071626898,Tor Helge Dokka,NO
A5061157278,Tine Hegli,NO
A5067050890,Kristian Edwards,NO
A5097813877,Sean Goggins,US
A5080785201,Yehonathan Nachmany,
A5100455171,Pan Li,US
A5074392155,Jungsik Choi,
A5014921173,Inhan Kim,
A5110289533,Christopher Wong,US
A5065985674,Steven Diamond,US
A5052186672,Abhijit Sharang,US
A5020723477,Ingrid Erickson,US
A5073970795,Luye Bao,
A5090518882,Anqi Shao,
A5079587846,Pauline Ho,
A5089041260,Shiyu Yang,
A5000146150,Christopher D. Wirz,
A5026111773,Dominique Brossard,
A5016481368,Markus Bräuer,
A5109715386,Lori DiPrete Brown,
A5054554480,Hyunsung Cho,KR
A5101827163,Jinyoung Oh,KR
A5023050245,Ania Korsunska,US
A5010971302,Leni Krsova,US
A5101588342,Zefeng Zhang,US
A5032075140,Dan Hiaeshutter-Rice,US
A5045879073,Sedona Chinn,US
A5032660787,Angela Ai,US
A5061607117,Adati Tarfa,US
A5091423486,Richard Alterman,US
A5035758534,Alan Lundgard,US
A5052488619,Fan Yang,US
A5078439692,Seokwoo Song,KR
A5069307234,Bumsoo Kang,KR
A5061351462,Wonjeong Park,KR
A5100698124,John Kim,KR
A5001022894,Stephan J. Lemmer,US
A5072682773,Michael Xieyang Liu,US
A5001082066,Shiyan Yan,US
A5079301873,Jason J. Corso,US
A5066939601,Fruzsina Albert,HU
A5050548130,Beáta Dávid,HU
A5091800368,Seungsu Kim,KR
A5051252924,Yoonseo Choi,KR
A5079568362,Amber L. Seligson,US
A5062800749,Alison Callahan,US
A5078285925,Igor Pernek,AT
A5017783286,Gregor Štiglic,SI
A5055287208,Howard R. Strasberg,US
A5101524550,Tae Soo Kim,KR
A5076467686,Irina Smoke,US
A5039012694,Sang-Wha Sien,CA
A5113601776,Janet Ng,US
A5100780079,Heng‐Yu Li,CN
A5057733392,Chongyang Zhao,CN
A5101586008,Hao Wang,CN
A5086702173,Shaorong Xie,CN
A5027767897,Sungjong Park,KR
A5025142840,Kyungmee Park,KR
A5007638901,Jee‐Seon Shim,KR
A5040821848,Eun Lee,KR
A5080433925,Hyeon Chang Kim,KR
A5077766332,Matthew Jennejohn,US
A5004918410,Eric L. Talley,BE
A5030700728,Amr El Abaddi,US
A5101457009,Soumen Chakrabarti,IN
A5060364493,Alejandros Jaimes,GB
A5004080961,Laura C. Mahrenbach,DE
A5044689056,Katja Mayer,DE
A5100330220,Hyun‐Woo Kim,KR
A5101447414,Donghoon Han,KR
A5067200799,Simon T. Perrault,SG
A5021039480,Zeynep Melis Kirgil,NL
A5070972440,Rocco Paolillo,DE
A5065432681,Lars Padmos,NL
A5039769881,Michael A. Nowak,US
A5103836157,Clifford Nass,US
A5064001395,Shayan Doroudi,
A5082375962,Thanaporn Patikorn,
A5022218614,Korinn Ostrow,
A5074734777,Douglas Selent,
A5111373420,Kenneth J. Arrow,US
A5032717732,Nils H. Hakansson,
A5011499857,Gérard Debreu,US
A5066758408,Werner Hildenbrand,
A5097428457,S. A. Ozga,
A5110749191,Kevin Zheng Zhou,HK
A5049049316,Chi Kin Yim,HK
A5071142295,David K. Tse,HK
A5000955185,Leo A. Goodman,
A5020895225,Fang Wu,US
A5112601882,Stephen Nickell,
A5059350950,Mordecai Kurz,US
A5113717343,Marc Nerlove,
A5018718505,Gerald Yong Gao,US
A5101600551,Hongxin Zhao,BE
A5025116717,Robert C. Lind,
A5061375012,Shibin Sheng,US
A5031389547,Juan Li,HK
