id,publication_year,cited_by_count,author_ids
https://openalex.org/W2052817483,1989,301,['A5024087833']
https://openalex.org/W2016557596,2005,298,['A5024087833']
https://openalex.org/W2094897064,1988,291,"['A5024087833', 'A5049902741']"
https://openalex.org/W2140173765,2003,290,['A5024087833']
https://openalex.org/W1963862009,1996,280,"['A5024587628', 'A5024087833']"
https://openalex.org/W2169134473,2005,266,"['A5005407267', 'A5011820318', 'A5038292473', 'A5079131956', 'A5108524530']"
https://openalex.org/W2163340182,2007,262,"['A5042134369', 'A5076630423', 'A5024087833', 'A5077225105']"
https://openalex.org/W1970874729,1994,252,"['A5059551399', 'A5024087833']"
https://openalex.org/W2089379218,2006,252,"['A5111725075', 'A5083977381', 'A5029231474', 'A5029004965', 'A5024087833', 'A5109328214', 'A5077225105']"
https://openalex.org/W2084062832,2010,248,"['A5058819105', 'A5068978543', 'A5063362696', 'A5101897622', 'A5087088138']"
https://openalex.org/W2033020833,1998,225,['A5024087833']
https://openalex.org/W2122419439,2008,225,"['A5066653099', 'A5089997001', 'A5024087833', 'A5011348808', 'A5084749429', 'A5071969257', 'A5083456357']"
https://openalex.org/W1963695443,1981,212,['A5024087833']
https://openalex.org/W2895810819,2011,206,"['A5068508539', 'A5112315093', 'A5109059955', 'A5089575055']"
https://openalex.org/W1982801224,1984,202,"['A5011820318', 'A5110195580', 'A5101897622']"
https://openalex.org/W1600499772,2001,201,"['A5034266052', 'A5070281103', 'A5062793544', 'A5024087833', 'A5023874785', 'A5018797763', 'A5051794103']"
https://openalex.org/W135700821,2004,195,"['A5068978543', 'A5017601806', 'A5078931762', 'A5008449211', 'A5087088138']"
https://openalex.org/W2169744026,1991,195,['A5024087833']
https://openalex.org/W2012706305,2008,194,"['A5083859927', 'A5070327607', 'A5024087833']"
https://openalex.org/W2125313055,2013,182,"['A5103568128', 'A5075825791', 'A5068508539', 'A5081635691']"
https://openalex.org/W2118928552,2011,173,"['A5105307360', 'A5087088138']"
https://openalex.org/W2025037532,1991,168,"['A5024087833', 'A5016731663']"
https://openalex.org/W2109704865,2011,168,"['A5089575055', 'A5068508539']"
https://openalex.org/W2094226015,1987,165,"['A5042620343', 'A5024087833']"
https://openalex.org/W2919988685,2011,165,['A5024087833']
https://openalex.org/W2121208314,2013,163,"['A5012787401', 'A5055805371', 'A5040821463', 'A5002034958']"
https://openalex.org/W2061910127,2009,154,"['A5100782898', 'A5068508539', 'A5111222692', 'A5029323348', 'A5014580424', 'A5006314068', 'A5019946709', 'A5012850897', 'A5089575055']"
https://openalex.org/W2159849140,2015,153,"['A5070905937', 'A5068508539', 'A5057693146']"
https://openalex.org/W2912218307,2010,151,"['A5109994521', 'A5024924150', 'A5087088138']"
https://openalex.org/W2148036379,1975,143,"['A5044187847', 'A5049119318']"
https://openalex.org/W1592775138,2009,141,['A5011820318']
https://openalex.org/W3123275170,2012,141,"['A5070524694', 'A5024087833', 'A5042439493']"
https://openalex.org/W2052762201,2008,140,"['A5105307360', 'A5087088138']"
https://openalex.org/W2086975719,2009,140,"['A5070524694', 'A5033888134', 'A5024087833']"
https://openalex.org/W2105831763,2009,140,"['A5039129530', 'A5089020488', 'A5015467662', 'A5072435082', 'A5041898843', 'A5082353608', 'A5067103124']"
https://openalex.org/W1966528419,2014,139,"['A5024078312', 'A5003190048', 'A5049839424', 'A5024087833']"
https://openalex.org/W2564809428,2016,138,"['A5024087833', 'A5027144528']"
https://openalex.org/W2293858598,2015,137,"['A5007879982', 'A5102911823', 'A5087088138', 'A5112456378']"
https://openalex.org/W2100154379,2012,132,"['A5060228016', 'A5112615531', 'A5060223489', 'A5002034958', 'A5040821463']"
https://openalex.org/W2321916036,2016,132,"['A5102911823', 'A5017505484', 'A5075745972', 'A5087088138', 'A5112456378']"
https://openalex.org/W2116099031,2010,131,"['A5056939079', 'A5010353813', 'A5024087833', 'A5103949769']"
https://openalex.org/W2162336932,2013,123,"['A5027542397', 'A5006073789', 'A5102949853', 'A5011581721', 'A5009944060', 'A5049119318', 'A5081969635']"
https://openalex.org/W2009055572,2014,122,"['A5087088138', 'A5024629651', 'A5021789878', 'A5088517824']"
https://openalex.org/W2416513196,2016,121,"['A5103760053', 'A5091272738', 'A5087088138']"
https://openalex.org/W2087138776,2012,119,"['A5112615531', 'A5002034958', 'A5060223489', 'A5060228016', 'A5040821463']"
https://openalex.org/W2809008139,2018,119,"['A5066860235', 'A5011820318', 'A5057788395', 'A5090438638']"
https://openalex.org/W4247745084,2015,117,['A5024087833']
https://openalex.org/W3121633381,2016,116,"['A5061881897', 'A5024087833']"
https://openalex.org/W2134327012,2013,115,"['A5075625656', 'A5005344604', 'A5072821876', 'A5083456357', 'A5024087833']"
https://openalex.org/W2898175534,2019,110,"['A5047780964', 'A5015837313', 'A5078987306', 'A5040821463', 'A5002034958']"
https://openalex.org/W2946364534,2019,108,"['A5101823158', 'A5043628255', 'A5038386528', 'A5068508539', 'A5023802054']"
https://openalex.org/W2963208026,2015,108,"['A5053832932', 'A5101587041', 'A5010241029', 'A5090115501', 'A5002034958', 'A5040821463']"
https://openalex.org/W2808774641,2018,104,"['A5036881546', 'A5045940387', 'A5056889621', 'A5024860324']"
https://openalex.org/W2194321411,2015,98,"['A5102926725', 'A5005043202', 'A5056889621']"
https://openalex.org/W2182894058,2014,97,"['A5053850863', 'A5108266978', 'A5011118385', 'A5001423147', 'A5068508539']"
https://openalex.org/W2806168354,2018,92,"['A5037853792', 'A5007103053', 'A5087088138']"
https://openalex.org/W3043092346,2020,92,"['A5072860546', 'A5052171928', 'A5002366164', 'A5087088138']"
https://openalex.org/W2996212743,2020,90,"['A5021812568', 'A5049240073', 'A5022698727', 'A5028862879', 'A5023783426', 'A5034032356']"
https://openalex.org/W3112631310,2020,89,"['A5044603466', 'A5068508539']"
https://openalex.org/W2741548300,2017,87,"['A5014389194', 'A5049119318', 'A5006073789']"
https://openalex.org/W2952988558,2019,86,"['A5022994077', 'A5082462234', 'A5058954591', 'A5046118655', 'A5068508539']"
https://openalex.org/W2941915841,2019,83,"['A5089413311', 'A5084649058', 'A5029015119', 'A5017713240', 'A5087088138']"
https://openalex.org/W3025548645,2020,72,"['A5060256587', 'A5015346324']"
https://openalex.org/W3035027743,2020,72,"['A5037853792', 'A5076669462', 'A5061291093', 'A5087088138']"
https://openalex.org/W3100718630,2020,70,"['A5038833789', 'A5062910836', 'A5087088138']"
https://openalex.org/W4285728363,2022,62,"['A5062397992', 'A5082328104', 'A5028862879', 'A5111567842', 'A5038858136']"
https://openalex.org/W3013687394,2021,60,"['A5015816708', 'A5108061846', 'A5059048502', 'A5067816571', 'A5047121345', 'A5078987306', 'A5001893057', 'A5002034958', 'A5040821463']"
https://openalex.org/W3208686870,2023,37,"['A5052171928', 'A5038517767', 'A5062322499', 'A5087088138', 'A5074969309']"
https://openalex.org/W4206590911,2022,37,"['A5023339675', 'A5034362571', 'A5078446912', 'A5001313457', 'A5035399743']"
https://openalex.org/W4392637287,2023,36,"['A5057851690', 'A5024378198', 'A5056785441', 'A5100425452', 'A5113813635', 'A5066376294', 'A5003714034', 'A5068508539']"
https://openalex.org/W4366140765,2023,28,"['A5065037325', 'A5001179598', 'A5030831197', 'A5100422227', 'A5034664324', 'A5024087833']"
https://openalex.org/W4385571220,2023,25,"['A5012939002', 'A5001994692', 'A5087088138']"
https://openalex.org/W4403860813,2024,12,"['A5031576431', 'A5073019130', 'A5101922299', 'A5024087833']"
https://openalex.org/W2085721797,2000,163,"['A5059551399', 'A5024087833']"
https://openalex.org/W189150558,1992,159,['A5024087833']
https://openalex.org/W2096726050,2004,159,['A5002809454']
https://openalex.org/W4254764785,2003,146,['A5087088138']
https://openalex.org/W1982606830,1985,142,['A5024087833']
https://openalex.org/W2038728264,1998,142,['A5024087833']
https://openalex.org/W196301953,2006,140,['A5087088138']
https://openalex.org/W1971832861,1999,139,"['A5024087833', 'A5012804414']"
https://openalex.org/W2087297883,2005,122,"['A5002809454', 'A5073165831']"
https://openalex.org/W2025212221,1989,113,"['A5024087833', 'A5065181492']"
https://openalex.org/W2040696380,2010,111,"['A5039129530', 'A5089020488', 'A5041898843', 'A5072435082', 'A5015467662', 'A5082353608', 'A5067103124']"
https://openalex.org/W2106313770,2010,110,"['A5011820318', 'A5002372704']"
https://openalex.org/W1975941431,2011,104,"['A5042439493', 'A5066161571', 'A5024087833']"
https://openalex.org/W136016496,2008,99,"['A5043369298', 'A5011820318']"
https://openalex.org/W2017302592,2011,97,"['A5091434670', 'A5084711329', 'A5046937064', 'A5024087833']"
https://openalex.org/W1970802836,2013,94,"['A5002809454', 'A5087088138', 'A5052552298']"
https://openalex.org/W2062888282,2014,94,"['A5077289100', 'A5002809454', 'A5019564851']"
https://openalex.org/W2149975699,2014,93,"['A5050624736', 'A5042134369', 'A5064231394', 'A5077225105', 'A5024087833']"
https://openalex.org/W2142289294,2014,92,"['A5050624736', 'A5074716987', 'A5024087833', 'A5103949769']"
https://openalex.org/W2045560328,2009,91,"['A5008403995', 'A5084711329', 'A5024087833']"
https://openalex.org/W2952129646,2014,88,"['A5033639139', 'A5011012964', 'A5087088138']"
https://openalex.org/W2250964698,2014,86,"['A5100709320', 'A5047699502', 'A5026872883', 'A5087088138']"
https://openalex.org/W2164075819,2012,84,"['A5108531622', 'A5087088138']"
https://openalex.org/W2741636242,2017,83,"['A5046126345', 'A5062910836', 'A5087088138']"
https://openalex.org/W2005315498,2014,82,"['A5005009721', 'A5034490805', 'A5083456357', 'A5042480969', 'A5024087833']"
https://openalex.org/W2592973421,2017,81,"['A5063766667', 'A5074551803']"
https://openalex.org/W2604777976,2017,81,"['A5101574088', 'A5050276533', 'A5011012964', 'A5087088138', 'A5091272738']"
https://openalex.org/W2157163421,2013,78,"['A5011012964', 'A5070212885', 'A5087088138', 'A5091272738', 'A5042601761']"
https://openalex.org/W2120157035,2012,77,"['A5041320677', 'A5002809454']"
https://openalex.org/W2963492501,2017,70,"['A5050276533', 'A5086516572', 'A5011012964', 'A5087088138', 'A5091272738']"
https://openalex.org/W2804178350,2018,68,"['A5065744065', 'A5006850713', 'A5087088138', 'A5103083908']"
https://openalex.org/W2974411306,2019,68,"['A5066165708', 'A5063766667', 'A5033519947']"
https://openalex.org/W2802449050,2018,66,"['A5024087833', 'A5017391940', 'A5050624736']"
https://openalex.org/W3001497429,2020,65,"['A5007794565', 'A5087088138', 'A5050104206']"
https://openalex.org/W2766766691,2017,64,"['A5078987306', 'A5002034958', 'A5050883332', 'A5101587041', 'A5040821463']"
https://openalex.org/W2890273554,2018,61,"['A5103760053', 'A5022825653', 'A5086052373', 'A5087088138', 'A5091272738']"
https://openalex.org/W2980516042,2019,58,"['A5101540918', 'A5050287516', 'A5038081564', 'A5023061106', 'A5021006031', 'A5020871436', 'A5052565959']"
https://openalex.org/W3122469217,2020,57,"['A5051096025', 'A5055408235', 'A5024087833']"
https://openalex.org/W3029552071,2020,55,"['A5102970956', 'A5086524212', 'A5101836529', 'A5075056899', 'A5018318827']"
https://openalex.org/W3138838551,2021,52,"['A5004867962', 'A5002809454']"
https://openalex.org/W3005957694,2020,51,"['A5049073875', 'A5003703346', 'A5024475685', 'A5084989076', 'A5087088138', 'A5080591144']"
https://openalex.org/W3158733382,2021,47,"['A5023339675', 'A5034362571', 'A5078446912', 'A5001313457', 'A5100356430', 'A5035399743']"
https://openalex.org/W3123054315,2021,43,"['A5014389194', 'A5049119318']"
https://openalex.org/W3208739831,2021,43,"['A5018964666', 'A5047489389', 'A5046746723', 'A5002809454']"
https://openalex.org/W4290960174,2022,32,"['A5100422227', 'A5024087833']"
https://openalex.org/W4283810944,2022,31,"['A5049073875', 'A5063737268', 'A5052391231', 'A5068178240', 'A5046006076', 'A5087088138', 'A5058408154']"
https://openalex.org/W4280604477,2022,28,"['A5062407301', 'A5017990607', 'A5038488785', 'A5047729102', 'A5024087833']"
https://openalex.org/W4385573257,2022,27,"['A5009980324', 'A5079016134', 'A5087088138']"
https://openalex.org/W4367313056,2023,19,"['A5012497196', 'A5047489389', 'A5009408707', 'A5023364449', 'A5101476222', 'A5002809454']"
https://openalex.org/W4319340040,2023,18,"['A5058002488', 'A5003138661', 'A5048987475', 'A5068508539']"
https://openalex.org/W4382202515,2023,18,"['A5059969678', 'A5022994077', 'A5042805801', 'A5066720336', 'A5068508539']"
https://openalex.org/W1519476464,1999,116,"['A5044357245', 'A5087088138', 'A5016742319', 'A5068528786']"
https://openalex.org/W2129118335,2003,116,"['A5012804414', 'A5024087833', 'A5059551399']"
https://openalex.org/W1923760126,2003,111,"['A5024087833', 'A5024261994', 'A5074175050', 'A5073914493', 'A5112459695']"
https://openalex.org/W2261885769,2004,109,"['A5024087833', 'A5074175050', 'A5038488889']"
https://openalex.org/W2135483914,2007,99,"['A5035995203', 'A5100327905', 'A5024087833']"
https://openalex.org/W2026420798,1987,96,"['A5050059210', 'A5013225896', 'A5011820318', 'A5067937822']"
https://openalex.org/W2077375158,1993,95,"['A5111425796', 'A5059551399', 'A5024087833']"
https://openalex.org/W1875376608,2005,94,"['A5011820318', 'A5002372704', 'A5108524530']"
https://openalex.org/W2155580451,2007,89,"['A5017843873', 'A5049119318', 'A5073578212']"
https://openalex.org/W2127331160,2009,88,"['A5003870894', 'A5107838508', 'A5087088138', 'A5046006076']"
https://openalex.org/W2046453495,2008,79,['A5024087833']
https://openalex.org/W2070571345,2009,79,"['A5087088138', 'A5022202456', 'A5002809454']"
https://openalex.org/W2065388575,2009,74,"['A5022202456', 'A5087088138', 'A5002809454']"
https://openalex.org/W1973900166,2012,71,"['A5022202456', 'A5087088138', 'A5002809454']"
https://openalex.org/W135453446,2013,70,"['A5077289100', 'A5002809454']"
https://openalex.org/W2142440370,2009,70,"['A5101496053', 'A5087088138']"
https://openalex.org/W2100441190,2010,67,"['A5052552298', 'A5002809454']"
https://openalex.org/W2130571329,2011,66,"['A5029323348', 'A5068508539', 'A5012470628', 'A5075825791']"
https://openalex.org/W582883670,2014,65,"['A5058128785', 'A5070767948', 'A5044706022', 'A5050228339', 'A5102004622']"
https://openalex.org/W2130871140,2013,62,['A5024087833']
https://openalex.org/W2165484871,2012,62,"['A5070524694', 'A5024087833', 'A5042439493']"
https://openalex.org/W2250229103,2013,61,"['A5011118385', 'A5068508539']"
https://openalex.org/W2514454423,2016,59,"['A5019297976', 'A5004542284', 'A5002809454', 'A5087088138']"
https://openalex.org/W2251386628,2015,57,"['A5053850863', 'A5004059124', 'A5015147112', 'A5068508539', 'A5024437840', 'A5075825791']"
https://openalex.org/W2898976892,2018,57,"['A5086524212', 'A5108667835', 'A5067700873']"
https://openalex.org/W1780881577,2015,56,"['A5085956868', 'A5014887931', 'A5081313836', 'A5024087833', 'A5063159746', 'A5003508601']"
https://openalex.org/W2889977905,2018,56,"['A5031576431', 'A5073019130', 'A5101922299', 'A5024087833']"
https://openalex.org/W1595276309,2015,54,"['A5101587041', 'A5020396160', 'A5059471763', 'A5053832932', 'A5062403203', 'A5002034958', 'A5040821463']"
https://openalex.org/W2795411222,2018,54,"['A5086524212', 'A5048800872', 'A5072285921', 'A5045528962']"
https://openalex.org/W2514823653,2016,53,"['A5070714231', 'A5035995203', 'A5024087833']"
https://openalex.org/W2903257353,2019,53,"['A5101540918', 'A5050287516', 'A5038081564', 'A5023061106', 'A5021006031', 'A5020871436', 'A5052565959']"
https://openalex.org/W2971875643,2019,47,"['A5059172320', 'A5024087833', 'A5083335938', 'A5073808637', 'A5083353743', 'A5009354211', 'A5017391940']"
https://openalex.org/W2892659249,2018,46,"['A5081841644', 'A5008742831', 'A5028984462', 'A5059911759', 'A5024087833']"
https://openalex.org/W2962559713,2019,45,"['A5080959605', 'A5045935650', 'A5002809454']"
https://openalex.org/W2963614567,2019,44,"['A5022994077', 'A5065912572', 'A5068508539', 'A5055592482']"
https://openalex.org/W3034368483,2020,42,"['A5014389194', 'A5049119318', 'A5057083232']"
https://openalex.org/W3045117433,2021,39,"['A5015816708', 'A5067816571', 'A5108061846', 'A5059048502', 'A5047121345', 'A5078987306', 'A5002034958', 'A5040821463']"
https://openalex.org/W4205875543,2021,39,"['A5070524694', 'A5051096025', 'A5066948589', 'A5024087833']"
https://openalex.org/W3159059608,2021,34,"['A5086524212', 'A5083511122', 'A5040298918', 'A5045528962', 'A5072285921']"
https://openalex.org/W3175339114,2021,32,"['A5052171928', 'A5038517767', 'A5061878694', 'A5101585946', 'A5062322499', 'A5087088138', 'A5015518638']"
https://openalex.org/W4303648003,2022,24,"['A5061433075', 'A5060377481', 'A5011684148', 'A5087088138', 'A5005779176']"
https://openalex.org/W4308764902,2022,23,"['A5034362571', 'A5068465397', 'A5078654083', 'A5102889351', 'A5100659937']"
https://openalex.org/W4321168595,2023,14,"['A5090992760', 'A5011820318', 'A5029730907', 'A5076016952', 'A5057693522', 'A5009962130', 'A5001070941']"
https://openalex.org/W4378781457,2023,14,"['A5054447687', 'A5084552686', 'A5102935238', 'A5065744065', 'A5062926145', 'A5087088138', 'A5054094267']"
https://openalex.org/W4386566641,2023,13,"['A5074277807', 'A5001994692', 'A5009980324', 'A5100437453', 'A5087088138', 'A5109565051', 'A5015518638']"
https://openalex.org/W4389523793,2023,13,"['A5031278789', 'A5087088138', 'A5015518638']"
https://openalex.org/W2001928661,2003,96,"['A5024087833', 'A5035995203', 'A5070714231']"
https://openalex.org/W2001190740,1992,89,['A5024087833']
https://openalex.org/W2121347509,2004,89,"['A5042098967', 'A5087088138', 'A5083197983']"
https://openalex.org/W2091915899,1996,86,"['A5011820318', 'A5113999085', 'A5002372704']"
https://openalex.org/W1939106314,2004,83,"['A5024087833', 'A5035995203', 'A5070714231']"
https://openalex.org/W2137202162,2010,64,"['A5041320677', 'A5002809454']"
https://openalex.org/W2186267129,2007,63,['A5068508539']
https://openalex.org/W2028891984,2011,59,"['A5081744093', 'A5011820318', 'A5055710645']"
https://openalex.org/W2504780349,2010,57,['A5024087833']
https://openalex.org/W2123761123,2014,50,"['A5058819105', 'A5016690406', 'A5063362696', 'A5068978543', 'A5101897622', 'A5087088138']"
https://openalex.org/W2949135123,2011,49,"['A5011820318', 'A5039915143', 'A5003318200', 'A5086367709', 'A5026085036']"
https://openalex.org/W1568554595,2014,48,"['A5033639139', 'A5011012964', 'A5087088138']"
https://openalex.org/W172168340,2012,48,"['A5070930882', 'A5087088138']"
https://openalex.org/W2790337723,2018,44,"['A5077289100', 'A5019564851', 'A5002809454', 'A5101476222']"
https://openalex.org/W1985050961,2014,43,"['A5041955360', 'A5061740568', 'A5103051923', 'A5085846450', 'A5089165062', 'A5050680784', 'A5024087833', 'A5009705401', 'A5032830362']"
https://openalex.org/W2022344780,2015,42,"['A5052552298', 'A5002809454', 'A5019564851', 'A5115593508']"
https://openalex.org/W2164819124,2015,42,"['A5024087833', 'A5035995203', 'A5070714231']"
https://openalex.org/W2803277810,2018,42,"['A5070767948', 'A5088517824']"
https://openalex.org/W2942880182,2019,38,"['A5003138661', 'A5087267903', 'A5048987475', 'A5085864488', 'A5073536344', 'A5082603621', 'A5068508539']"
https://openalex.org/W3100363073,2020,37,"['A5065695802', 'A5070767948', 'A5087088138']"
https://openalex.org/W3191315363,2021,30,"['A5019659933', 'A5027319334', 'A5018591093', 'A5111567842', 'A5049240073', 'A5028862879']"
https://openalex.org/W3217108371,2021,28,"['A5045935650', 'A5080959605', 'A5002809454']"
https://openalex.org/W4281606473,2022,20,"['A5037438800', 'A5058664952', 'A5100706822', 'A5078126526', 'A5068508539', 'A5079039372', 'A5044944954', 'A5058954591']"
https://openalex.org/W4307817790,2022,20,"['A5031576431', 'A5103950374', 'A5035970655', 'A5073019130', 'A5024087833']"
https://openalex.org/W1590690574,2001,75,"['A5024087833', 'A5035995203', 'A5070714231']"
https://openalex.org/W1590202250,1996,74,"['A5024087833', 'A5059551399']"
https://openalex.org/W2015781492,1994,71,"['A5029333678', 'A5011820318', 'A5071944803', 'A5111558966']"
https://openalex.org/W2294725661,2006,64,"['A5102806679', 'A5024087833', 'A5040904063']"
https://openalex.org/W2099997809,2006,61,['A5002809454']
https://openalex.org/W2152720784,1986,58,"['A5011820318', 'A5056419022', 'A5113582583', 'A5028869858']"
https://openalex.org/W2595813107,2007,54,"['A5068508539', 'A5112315093', 'A5109059955', 'A5038665001']"
https://openalex.org/W2137699405,2007,52,"['A5101656310', 'A5032571629', 'A5087088138']"
https://openalex.org/W2040103855,2009,47,"['A5003870894', 'A5073726152', 'A5107838508', 'A5087088138', 'A5046006076']"
https://openalex.org/W2963560040,2013,42,"['A5040821463', 'A5060223489', 'A5002034958']"
https://openalex.org/W4254782250,2011,41,['A5024087833']
https://openalex.org/W2167220258,2014,40,"['A5024087833', 'A5035995203']"
https://openalex.org/W2139760857,2012,39,"['A5029812694', 'A5024087833', 'A5063754004', 'A5111973521', 'A5089800489', 'A5026216076', 'A5027079991', 'A5085556975', 'A5033868555']"
https://openalex.org/W2740083162,2017,37,"['A5061127289', 'A5022737108', 'A5044978994', 'A5087088138']"
https://openalex.org/W2466340371,2016,36,"['A5024087833', 'A5089407206', 'A5070327607']"
https://openalex.org/W2949208143,2016,36,"['A5071151240', 'A5002034958']"
https://openalex.org/W2941160255,2018,35,"['A5007794565', 'A5054627290', 'A5001961716', 'A5087088138', 'A5033803303', 'A5113847463']"
https://openalex.org/W2899682268,2019,34,"['A5070767948', 'A5100612833', 'A5088517824']"
https://openalex.org/W2987834530,2019,31,"['A5086524212', 'A5101836529', 'A5072285921', 'A5045528962']"
https://openalex.org/W2998679789,2020,30,"['A5101540918', 'A5020871436', 'A5021006031', 'A5023061106', 'A5038081564', 'A5050287516', 'A5052565959']"
https://openalex.org/W3104764318,2020,29,"['A5059969678', 'A5022994077', 'A5042805801', 'A5068508539']"
https://openalex.org/W3047421127,2020,28,"['A5036673888', 'A5070524694', 'A5051096025', 'A5084711329', 'A5050477887', 'A5024087833']"
https://openalex.org/W3084241561,2020,28,"['A5049119318', 'A5014389194', 'A5039063597', 'A5084679416', 'A5058382953', 'A5063976924', 'A5083395792', 'A5052391202']"
https://openalex.org/W3104888566,2020,28,"['A5070767948', 'A5088517824']"
https://openalex.org/W3117461888,2020,27,"['A5049073875', 'A5003703346', 'A5024475685', 'A5084989076', 'A5087088138', 'A5080591144']"
https://openalex.org/W3205756371,2021,25,"['A5002809454', 'A5066493282', 'A5037214957', 'A5021273980']"
https://openalex.org/W3157144868,2021,24,"['A5023339675', 'A5034362571', 'A5035399743']"
https://openalex.org/W3180641939,2021,23,"['A5028862879', 'A5035224908']"
https://openalex.org/W4224281327,2022,18,"['A5059048502', 'A5108286740', 'A5045051085', 'A5059729548', 'A5002034958', 'A5040821463']"
https://openalex.org/W4310283096,2022,18,"['A5069576651', 'A5050985956', 'A5014379995', 'A5087088138', 'A5025255782']"
https://openalex.org/W4285231210,2022,17,"['A5059969678', 'A5046422522', 'A5068377890', 'A5004047792', 'A5070619747', 'A5076548181', 'A5085101123', 'A5068508539']"
https://openalex.org/W4313410381,2022,17,"['A5053297258', 'A5062620690', 'A5028862879']"
https://openalex.org/W2476178202,1993,57,"['A5024087833', 'A5074175050']"
https://openalex.org/W2013340500,2005,53,"['A5070714231', 'A5024087833', 'A5035995203']"
https://openalex.org/W2143612977,2006,53,"['A5084711329', 'A5033307878', 'A5024087833']"
https://openalex.org/W2116457945,2010,41,"['A5073035268', 'A5102786638', 'A5024087833', 'A5059792149', 'A5103973031']"
https://openalex.org/W2026669088,2013,36,"['A5018017627', 'A5024087833']"
https://openalex.org/W2250281182,2013,36,"['A5070930882', 'A5042601761', 'A5087088138']"
https://openalex.org/W1841899037,2011,34,"['A5108220296', 'A5024087833', 'A5070527085']"
https://openalex.org/W2492298032,2016,31,"['A5034588836', 'A5009235115', 'A5002809454']"
https://openalex.org/W936530415,2015,31,"['A5102806679', 'A5024087833']"
https://openalex.org/W2750994301,2017,30,"['A5071151240', 'A5002034958']"
https://openalex.org/W2963795346,2017,30,"['A5030855474', 'A5101587041', 'A5078987306', 'A5020061373', 'A5012787401', 'A5055805371', 'A5017407756', 'A5002034958', 'A5040821463']"
https://openalex.org/W2750839509,2017,29,"['A5046126345', 'A5062910836', 'A5087088138']"
https://openalex.org/W2952871158,2019,28,['A5011820318']
https://openalex.org/W2949262801,2019,26,"['A5087246193', 'A5071673217', 'A5023114877', 'A5061174526', 'A5053878379', 'A5047767652']"
https://openalex.org/W3162081707,2021,21,"['A5007244703', 'A5035710522', 'A5035572348', 'A5025271002', 'A5087088138', 'A5044431846']"
https://openalex.org/W3135532053,2021,20,"['A5036885608', 'A5101504179', 'A5024087833', 'A5024583859']"
https://openalex.org/W3153880927,2021,20,"['A5049119318', 'A5063976924', 'A5020556428', 'A5039063597', 'A5052391202', 'A5058382953', 'A5083395792', 'A5084679416']"
https://openalex.org/W3202905522,2022,15,"['A5027414437', 'A5015816708', 'A5102965438', 'A5002034958', 'A5040821463']"
https://openalex.org/W4210537132,2022,14,"['A5089457793', 'A5112609848', 'A5046126345', 'A5019297976', 'A5087088138', 'A5020076556', 'A5052244076']"
https://openalex.org/W4296588640,2022,14,"['A5044871502', 'A5087940327', 'A5070767948', 'A5088517824']"
https://openalex.org/W4385574333,2022,14,"['A5068508539', 'A5101554423', 'A5090037466', 'A5022994077', 'A5011785735', 'A5020881468']"
https://openalex.org/W2120404464,2002,48,"['A5032996798', 'A5024087833', 'A5074412313', 'A5031918685']"
https://openalex.org/W83224852,2006,47,['A5024087833']
https://openalex.org/W2105336351,2006,41,"['A5011820318', 'A5086347882', 'A5036190625', 'A5058429350']"
https://openalex.org/W2166839303,2008,40,"['A5068508539', 'A5078530959', 'A5041024491']"
https://openalex.org/W2151913182,2009,36,"['A5089575055', 'A5068508539']"
https://openalex.org/W3121240689,2011,31,"['A5061881897', 'A5018894035', 'A5024087833', 'A5083456357', 'A5103949769']"
https://openalex.org/W62473634,2012,31,"['A5029323348', 'A5074890965', 'A5012850897', 'A5108266978', 'A5068508539']"
https://openalex.org/W1528949907,2013,28,['A5024087833']
https://openalex.org/W2266540986,2015,27,"['A5078987306', 'A5050883332', 'A5101587041', 'A5002034958', 'A5040821463']"
https://openalex.org/W2787913467,2018,27,"['A5061462552', 'A5028862879', 'A5110702582']"
https://openalex.org/W4243983806,2018,27,"['A5031576431', 'A5103950374', 'A5035970655', 'A5073019130', 'A5024087833']"
https://openalex.org/W2604226652,2017,26,"['A5113775732', 'A5043567153', 'A5068508539', 'A5053822814']"
https://openalex.org/W2755264408,2017,26,"['A5027542397', 'A5014389194', 'A5049119318', 'A5017363721', 'A5004857861', 'A5062336371', 'A5081969635', 'A5006073789']"
https://openalex.org/W1830727491,2015,25,"['A5088532915', 'A5044269137', 'A5057673396', 'A5024087833']"
https://openalex.org/W2600500667,2017,25,"['A5100709327', 'A5047699502', 'A5087088138']"
https://openalex.org/W2931398110,2019,25,"['A5052171928', 'A5101957840', 'A5070966744', 'A5005779176', 'A5008542297', 'A5112876685', 'A5087088138']"
https://openalex.org/W2954312536,2019,25,"['A5029647520', 'A5032747373', 'A5002809454']"
https://openalex.org/W2962815454,2017,25,"['A5004542284', 'A5050276533', 'A5011012964', 'A5087088138', 'A5091272738']"
https://openalex.org/W1866891026,2016,23,"['A5010862346', 'A5067925308', 'A5062403203', 'A5040821463', 'A5002034958']"
https://openalex.org/W2969395259,2019,23,"['A5047404909', 'A5040821463', 'A5017106847', 'A5002034958', 'A5009887999']"
https://openalex.org/W2995224456,2019,22,"['A5049544264', 'A5028862879', 'A5061462552']"
https://openalex.org/W3121735664,2020,21,"['A5065695802', 'A5070767948', 'A5087088138']"
https://openalex.org/W4233995128,2021,19,"['A5086524212', 'A5101836529', 'A5073774344', 'A5075056899', 'A5072703507', 'A5045528962', 'A5082707744']"
